regione_residenza_domicilio,amministrazione_appartenenza,sesso,eta_max,eta_min,modalita_autenticazione,numero_occorrenze
ABRUZZO,MINISTERO DELLA DIFESA,M,54,45,SPID,147
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,CIE,5
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,CIE,8
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,CNS,34
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,CNS,15
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,CNS,2
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,SPID,122
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,SPID,25
ABRUZZO,MINISTERO DELLA DIFESA,M,64,55,SPID,38
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F, ,65,CIE,4
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F, ,65,CNS,8
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F, ,65,SPID,61
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,24,18,SPID,10
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,34,25,CIE,2
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,34,25,CNS,4
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,34,25,SPID,205
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,44,35,CIE,4
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,44,35,CNS,4
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,44,35,SPID,177
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,54,45,CIE,8
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,54,45,CNS,19
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,54,45,SPID,242
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,64,55,CIE,19
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,64,55,CNS,42
ABRUZZO,MINISTERO DELLA GIUSTIZIA,F,64,55,SPID,253
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M, ,65,CIE,4
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M, ,65,CNS,5
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M, ,65,SPID,31
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,24,18,SPID,14
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,34,25,CNS,2
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,34,25,SPID,154
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,44,35,CIE,4
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,44,35,SPID,156
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,54,45,CIE,16
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,54,45,CNS,8
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,54,45,SPID,395
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,64,55,CIE,28
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,64,55,CNS,23
ABRUZZO,MINISTERO DELLA GIUSTIZIA,M,64,55,SPID,460
ABRUZZO,MINISTERO DELLA SALUTE,F,34,25,SPID,2
ABRUZZO,MINISTERO DELLA SALUTE,F,54,45,SPID,4
ABRUZZO,MINISTERO DELLA SALUTE,F,64,55,SPID,3
ABRUZZO,MINISTERO DELLA SALUTE,M,34,25,SPID,3
ABRUZZO,MINISTERO DELLA SALUTE,M,54,45,SPID,3
ABRUZZO,MINISTERO DELLA SALUTE,M,64,55,SPID,5
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,44,35,SPID,4
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,54,45,SPID,8
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,64,55,CIE,2
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,64,55,SPID,3
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M, ,65,SPID,2
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,34,25,SPID,4
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,44,35,SPID,9
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,54,45,SPID,5
ABRUZZO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,64,55,SPID,7
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F, ,65,SPID,3
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,34,25,SPID,4
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,44,35,CIE,3
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,44,35,SPID,22
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,54,45,CIE,3
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,54,45,SPID,23
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,CIE,4
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,SPID,18
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M, ,65,SPID,8
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,34,25,SPID,4
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,44,35,SPID,34
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,54,45,CIE,4
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,54,45,SPID,24
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,64,55,CIE,5
ABRUZZO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,64,55,SPID,27
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,F, ,65,SPID,4
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,F,34,25,SPID,4
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,F,44,35,SPID,20
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,F,54,45,SPID,21
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,F,64,55,SPID,19
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,M, ,65,SPID,2
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,M,34,25,SPID,7
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,M,44,35,SPID,22
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,M,54,45,CIE,3
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,M,54,45,SPID,29
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,M,64,55,CIE,2
ABRUZZO,MINISTERO UNIVERSITA' E RICERCA,M,64,55,SPID,25
ABRUZZO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,44,35,SPID,4
ABRUZZO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,54,45,SPID,3
ABRUZZO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,34,25,SPID,3
ABRUZZO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,44,35,SPID,4
ABRUZZO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,54,45,SPID,3
ABRUZZO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,64,55,SPID,5
ABRUZZO,REGIONE LAZIO,F,34,25,SPID,2
ABRUZZO,REGIONE LAZIO,F,44,35,SPID,3
ABRUZZO,REGIONE LAZIO,F,54,45,SPID,2
ABRUZZO,REGIONE LAZIO,F,64,55,SPID,3
ABRUZZO,REGIONE LAZIO,M,54,45,SPID,2
ABRUZZO,REGIONE LAZIO,M,64,55,SPID,3
BASILICATA,AGENZIA DEL DEMANIO,F,54,45,SPID,5
BASILICATA,AGENZIA DEL DEMANIO,M,54,45,SPID,2
BASILICATA,AGENZIA DELLE DOGANE,F,34,25,SPID,5
BASILICATA,AGENZIA DELLE DOGANE,F,44,35,SPID,5
BASILICATA,AGENZIA DELLE DOGANE,F,54,45,SPID,7
BASILICATA,AGENZIA DELLE DOGANE,F,64,55,SPID,4
BASILICATA,AGENZIA DELLE DOGANE,M, ,65,SPID,2
BASILICATA,AGENZIA DELLE DOGANE,M,34,25,SPID,5
BASILICATA,AGENZIA DELLE DOGANE,M,44,35,SPID,6
BASILICATA,AGENZIA DELLE DOGANE,M,54,45,SPID,13
BASILICATA,AGENZIA DELLE DOGANE,M,64,55,SPID,12
BASILICATA,AGENZIA DELLE ENTRATE,F, ,65,SPID,4
BASILICATA,AGENZIA DELLE ENTRATE,F,34,25,SPID,13
BASILICATA,AGENZIA DELLE ENTRATE,F,44,35,SPID,36
BASILICATA,AGENZIA DELLE ENTRATE,F,54,45,SPID,24
BASILICATA,AGENZIA DELLE ENTRATE,F,64,55,CIE,5
BASILICATA,AGENZIA DELLE ENTRATE,F,64,55,SPID,41
BASILICATA,AGENZIA DELLE ENTRATE,M, ,65,SPID,9
BASILICATA,AGENZIA DELLE ENTRATE,M,34,25,SPID,26
BASILICATA,AGENZIA DELLE ENTRATE,M,44,35,SPID,36
BASILICATA,AGENZIA DELLE ENTRATE,M,44,35,SPID,2
BASILICATA,AGENZIA DELLE ENTRATE,M,54,45,CIE,2
BASILICATA,AGENZIA DELLE ENTRATE,M,54,45,SPID,48
BASILICATA,AGENZIA DELLE ENTRATE,M,64,55,CNS,4
BASILICATA,AGENZIA DELLE ENTRATE,M,64,55,SPID,54
BASILICATA,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,M,34,25,SPID,2
BASILICATA,ARPAL PUGLIA,M,44,35,SPID,2
BASILICATA,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,F,64,55,SPID,3
BASILICATA,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,M,54,45,SPID,6
BASILICATA,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,M,64,55,SPID,3
BASILICATA,AVVOCATURA GENERALE DELLO STATO,F,44,35,SPID,3
BASILICATA,AVVOCATURA GENERALE DELLO STATO,F,64,55,CNS,3
BASILICATA,AVVOCATURA GENERALE DELLO STATO,M,34,25,SPID,2
BASILICATA,AVVOCATURA GENERALE DELLO STATO,M,44,35,SPID,3
BASILICATA,AVVOCATURA GENERALE DELLO STATO,M,54,45,SPID,2
BASILICATA,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,34,25,SPID,2
BASILICATA,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,44,35,SPID,2
BASILICATA,AZIENDA SANITARIA LOCALE VITERBO,M,34,25,SPID,3
BASILICATA,AZIENDA SANITARIA LOCALE ROMA 5,F,44,35,SPID,2
BASILICATA,AZIENDA SANITARIA LOCALE ROMA 4,F,44,35,SPID,2
BASILICATA,AZIENDA SANITARIA LOCALE ROMA 6,M,34,25,SPID,2
BASILICATA,AZIENDA SANITARIA LOCALE ROMA 6,M,44,35,SPID,3
BASILICATA,CONSIGLIO DI STATO E T.A.R.,F,44,35,SPID,2
BASILICATA,CONSIGLIO DI STATO E T.A.R.,F,64,55,SPID,2
BASILICATA,CONSIGLIO DI STATO E T.A.R.,M,64,55,SPID,2
BASILICATA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,44,35,SPID,2
BASILICATA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,54,45,SPID,4
BASILICATA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,64,55,SPID,6
BASILICATA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,44,35,SPID,2
BASILICATA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,54,45,SPID,4
BASILICATA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,64,55,SPID,3
BASILICATA,CORTE DEI CONTI,F, ,65,SPID,2
BASILICATA,CORTE DEI CONTI,F,44,35,SPID,2
BASILICATA,CORTE DEI CONTI,F,54,45,SPID,6
BASILICATA,CORTE DEI CONTI,F,64,55,SPID,5
BASILICATA,CORTE DEI CONTI,M,44,35,SPID,3
BASILICATA,CORTE DEI CONTI,M,54,45,SPID,5
BASILICATA,CORTE DEI CONTI,M,64,55,SPID,4
BASILICATA,GUARDIA DI FINANZA,F,24,18,SPID,12
BASILICATA,GUARDIA DI FINANZA,F,34,25,SPID,21
BASILICATA,GUARDIA DI FINANZA,F,44,35,SPID,5
BASILICATA,GUARDIA DI FINANZA,M,24,18,SPID,49
BASILICATA,GUARDIA DI FINANZA,M,34,25,CIE,3
BASILICATA,GUARDIA DI FINANZA,M,34,25,CNS,3
BASILICATA,GUARDIA DI FINANZA,M,34,25,SPID,57
BASILICATA,GUARDIA DI FINANZA,M,44,35,CIE,2
BASILICATA,GUARDIA DI FINANZA,M,44,35,SPID,52
BASILICATA,GUARDIA DI FINANZA,M,54,45,CIE,9
BASILICATA,GUARDIA DI FINANZA,M,54,45,SPID,167
BASILICATA,GUARDIA DI FINANZA,M,64,55,CIE,6
BASILICATA,GUARDIA DI FINANZA,M,64,55,SPID,114
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,F,34,25,SPID,6
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,F,44,35,SPID,6
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,F,54,45,SPID,9
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,F,64,55,CNS,3
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,F,64,55,SPID,17
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,M,34,25,SPID,4
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,M,44,35,SPID,7
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,M,54,45,SPID,10
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,M,64,55,CNS,2
BASILICATA,ISPETTORATO NAZIONALE DEL LAVORO,M,64,55,SPID,11
BASILICATA,ISTITUTO SUPERIORE DI SANITA',F,44,35,SPID,2
BASILICATA,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,34,25,SPID,2
BASILICATA,MINISTERO DEL LAVORO E DELLE POLITICHE SOCIALI,F,54,45,SPID,2
BASILICATA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,44,35,SPID,2
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,F, ,65,SPID,5
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,F,34,25,SPID,4
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,F,44,35,CNS,2
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,F,54,45,SPID,6
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,CNS,9
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,SPID,9
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M, ,65,CNS,2
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M, ,65,SPID,3
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M,34,25,SPID,2
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M,44,35,CNS,2
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M,44,35,SPID,4
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M,54,45,SPID,7
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M,64,55,CNS,5
BASILICATA,MINISTERO DELL'ECONOMIA E FINANZE,M,64,55,SPID,22
BASILICATA,MINISTERO DELL'INTERNO,F, ,65,SPID,7
BASILICATA,MINISTERO DELL'INTERNO,F,24,18,SPID,29
BASILICATA,MINISTERO DELL'INTERNO,F,34,25,SPID,50
BASILICATA,MINISTERO DELL'INTERNO,F,34,25,SPID,15
BASILICATA,MINISTERO DELL'INTERNO,F,44,35,SPID,17
BASILICATA,MINISTERO DELL'INTERNO,F,44,35,SPID,9
BASILICATA,MINISTERO DELL'INTERNO,F,54,45,CNS,3
BASILICATA,MINISTERO DELL'INTERNO,F,54,45,SPID,19
BASILICATA,MINISTERO DELL'INTERNO,F,54,45,SPID,26
BASILICATA,MINISTERO DELL'INTERNO,F,64,55,CIE,2
BASILICATA,MINISTERO DELL'INTERNO,F,64,55,CNS,3
BASILICATA,MINISTERO DELL'INTERNO,F,64,55,SPID,20
BASILICATA,MINISTERO DELL'INTERNO,F,64,55,SPID,38
BASILICATA,MINISTERO DELL'INTERNO,M, ,65,SPID,10
BASILICATA,MINISTERO DELL'INTERNO,M,24,18,CIE,2
BASILICATA,MINISTERO DELL'INTERNO,M,24,18,SPID,61
BASILICATA,MINISTERO DELL'INTERNO,M,24,18,SPID,6
BASILICATA,MINISTERO DELL'INTERNO,M,34,25,CIE,4
BASILICATA,MINISTERO DELL'INTERNO,M,34,25,SPID,67
BASILICATA,MINISTERO DELL'INTERNO,M,34,25,SPID,166
BASILICATA,MINISTERO DELL'INTERNO,M,44,35,CIE,6
BASILICATA,MINISTERO DELL'INTERNO,M,44,35,SPID,121
BASILICATA,MINISTERO DELL'INTERNO,M,44,35,SPID,167
BASILICATA,MINISTERO DELL'INTERNO,M,54,45,CIE,12
BASILICATA,MINISTERO DELL'INTERNO,M,54,45,CNS,2
BASILICATA,MINISTERO DELL'INTERNO,M,54,45,CNS,4
BASILICATA,MINISTERO DELL'INTERNO,M,54,45,SPID,240
BASILICATA,MINISTERO DELL'INTERNO,M,54,45,SPID,237
BASILICATA,MINISTERO DELL'INTERNO,M,64,55,CIE,8
BASILICATA,MINISTERO DELL'INTERNO,M,64,55,CIE,5
BASILICATA,MINISTERO DELL'INTERNO,M,64,55,CNS,12
BASILICATA,MINISTERO DELL'INTERNO,M,64,55,SPID,169
BASILICATA,MINISTERO DELL'INTERNO,M,64,55,SPID,150
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,CIE,17
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,CNS,3
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,FEDERATION,30
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,SPID,511
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,24,18,SPID,36
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,CIE,10
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,FEDERATION,6
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,SPID,874
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,CIE,26
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,FEDERATION,20
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,SPID,1762
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,CIE,58
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,CNS,3
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,FEDERATION,43
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,SPID,2644
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,CIE,71
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,CNS,3
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,FEDERATION,170
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,SPID,2969
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,CIE,6
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,FEDERATION,5
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,SPID,222
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,24,18,SPID,25
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,CIE,11
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,FEDERATION,3
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,SPID,428
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,CIE,14
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,FEDERATION,4
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,SPID,617
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,CIE,20
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,CNS,4
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,FEDERATION,18
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,SPID,696
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,CIE,31
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,CNS,3
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,FEDERATION,37
BASILICATA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,SPID,1022
BASILICATA,MINISTERO DELLA CULTURA,F, ,65,CIE,2
BASILICATA,MINISTERO DELLA CULTURA,F, ,65,SPID,14
BASILICATA,MINISTERO DELLA CULTURA,F,34,25,SPID,11
BASILICATA,MINISTERO DELLA CULTURA,F,44,35,SPID,18
BASILICATA,MINISTERO DELLA CULTURA,F,54,45,SPID,20
BASILICATA,MINISTERO DELLA CULTURA,F,64,55,CIE,3
BASILICATA,MINISTERO DELLA CULTURA,F,64,55,SPID,26
BASILICATA,MINISTERO DELLA CULTURA,M, ,65,SPID,10
BASILICATA,MINISTERO DELLA CULTURA,M,34,25,SPID,6
BASILICATA,MINISTERO DELLA CULTURA,M,44,35,SPID,21
BASILICATA,MINISTERO DELLA CULTURA,M,54,45,SPID,22
BASILICATA,MINISTERO DELLA CULTURA,M,64,55,CIE,2
BASILICATA,MINISTERO DELLA CULTURA,M,64,55,SPID,18
BASILICATA,MINISTERO DELLA DIFESA,F,24,18,SPID,36
BASILICATA,MINISTERO DELLA DIFESA,F,24,18,SPID,3
BASILICATA,MINISTERO DELLA DIFESA,F,34,25,SPID,34
BASILICATA,MINISTERO DELLA DIFESA,F,34,25,SPID,2
BASILICATA,MINISTERO DELLA DIFESA,F,44,35,SPID,3
BASILICATA,MINISTERO DELLA DIFESA,F,44,35,SPID,17
BASILICATA,MINISTERO DELLA DIFESA,F,54,45,SPID,3
BASILICATA,MINISTERO DELLA DIFESA,F,54,45,SPID,2
BASILICATA,MINISTERO DELLA DIFESA,F,64,55,SPID,3
BASILICATA,MINISTERO DELLA DIFESA,M, ,65,SPID,6
BASILICATA,MINISTERO DELLA DIFESA,M,24,18,CIE,5
BASILICATA,MINISTERO DELLA DIFESA,M,24,18,SPID,3
BASILICATA,MINISTERO DELLA DIFESA,M,24,18,SPID,188
BASILICATA,MINISTERO DELLA DIFESA,M,34,25,CIE,4
BASILICATA,MINISTERO DELLA DIFESA,M,34,25,CIE,2
BASILICATA,MINISTERO DELLA DIFESA,M,34,25,CNS,2
BASILICATA,MINISTERO DELLA DIFESA,M,34,25,SPID,139
BASILICATA,MINISTERO DELLA DIFESA,M,34,25,SPID,4
BASILICATA,MINISTERO DELLA DIFESA,M,44,35,CIE,6
BASILICATA,MINISTERO DELLA DIFESA,M,44,35,CNS,16
BASILICATA,MINISTERO DELLA DIFESA,M,44,35,SPID,17
BASILICATA,MINISTERO DELLA DIFESA,M,44,35,SPID,172
BASILICATA,MINISTERO DELLA DIFESA,M,44,35,SPID,13
BASILICATA,MINISTERO DELLA DIFESA,M,54,45,CIE,2
BASILICATA,MINISTERO DELLA DIFESA,M,54,45,CIE,3
BASILICATA,MINISTERO DELLA DIFESA,M,54,45,CNS,29
BASILICATA,MINISTERO DELLA DIFESA,M,54,45,CNS,6
BASILICATA,MINISTERO DELLA DIFESA,M,54,45,SPID,177
BASILICATA,MINISTERO DELLA DIFESA,M,54,45,SPID,11
BASILICATA,MINISTERO DELLA DIFESA,M,54,45,SPID,21
BASILICATA,MINISTERO DELLA DIFESA,M,64,55,CIE,2
BASILICATA,MINISTERO DELLA DIFESA,M,64,55,CNS,11
BASILICATA,MINISTERO DELLA DIFESA,M,64,55,SPID,32
BASILICATA,MINISTERO DELLA DIFESA,M,64,55,SPID,14
BASILICATA,MINISTERO DELLA GIUSTIZIA,F, ,65,CNS,3
BASILICATA,MINISTERO DELLA GIUSTIZIA,F, ,65,SPID,32
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,24,18,SPID,8
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,34,25,CIE,2
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,34,25,SPID,113
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,44,35,CIE,4
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,44,35,SPID,75
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,54,45,CIE,2
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,54,45,CNS,12
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,54,45,SPID,97
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,64,55,CIE,4
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,64,55,CNS,18
BASILICATA,MINISTERO DELLA GIUSTIZIA,F,64,55,SPID,118
BASILICATA,MINISTERO DELLA GIUSTIZIA,M, ,65,SPID,14
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,24,18,SPID,13
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,34,25,SPID,120
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,44,35,CIE,4
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,44,35,SPID,89
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,54,45,CIE,3
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,54,45,CNS,2
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,54,45,SPID,160
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,64,55,CIE,3
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,64,55,CNS,15
BASILICATA,MINISTERO DELLA GIUSTIZIA,M,64,55,SPID,200
BASILICATA,MINISTERO DELLA SALUTE,F,34,25,SPID,3
BASILICATA,MINISTERO DELLA SALUTE,M,34,25,SPID,3
BASILICATA,MINISTERO DELLA SALUTE,M,44,35,SPID,2
BASILICATA,MINISTERO DELLA SALUTE,M,64,55,SPID,3
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,34,25,SPID,2
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,44,35,SPID,4
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,CNS,2
BASILICATA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,SPID,9
